level_0,Serial Number,Deposits 2016
3047.0,142,116512
3050.0,221,116549
3048.0,809,116549
3049.0,1324,116549
3051.0,907,116574
3052.0,1842,116574
3053.0,1830,116712
3054.0,114,116712
3055.0,893,116804
3056.0,2321,116804
3057.0,747,116831
3058.0,2161,116831
3059.0,2136,116831
3063.0,441,116941
3062.0,12,116941
3061.0,509,116941
3060.0,2176,116941
3064.0,705,116970
3065.0,428,116970
3066.0,1751,116970
3067.0,1913,116970
3068.0,818,116975
3069.0,26,116975
3070.0,763,117038
3071.0,2357,117038
3072.0,623,117194
3077.0,906,117224
3076.0,5,117224
3075.0,2510,117224
3074.0,1030,117224
3073.0,1467,117224
3078.0,1788,117517
3079.0,1378,117517
3080.0,1608,117517
3081.0,1632,117609
3082.0,1922,117663
3083.0,1746,117760
3084.0,2099,117959
3085.0,1955,118005
3086.0,24,118005
3087.0,2512,118005
3088.0,683,118035
3089.0,1393,118096
3090.0,1308,118096
3091.0,214,118096
3092.0,2124,118096
3093.0,3464,118545
3094.0,2923,118576
3095.0,2927,118576
3096.0,947,118576
3097.0,1917,118576
3098.0,767,118576
3100.0,1053,118696
3099.0,58,118696
3101.0,498,119275
3102.0,649,119275
3103.0,2060,119275
3104.0,2658,119275
3105.0,2388,119275
3106.0,459,119275
3107.0,2167,119291
3108.0,1718,119411
3109.0,1425,119411
3111.0,1820,119783
3110.0,1306,119783
3115.0,371,119786
3114.0,930,119786
3112.0,1936,119786
3113.0,663,119786
3116.0,1085,120380
3117.0,2816,120563
3118.0,2455,120563
3119.0,665,120563
3120.0,2550,120578
3121.0,929,120578
3122.0,1877,120660
3123.0,946,120660
3124.0,1656,120662
3126.0,1438,121436
3127.0,1898,121436
3125.0,279,121436
3128.0,2912,122156
3129.0,1581,122312
3130.0,87,122520
3131.0,1894,122520
3132.0,2066,122520
3133.0,1466,122520
3134.0,1617,122571
3135.0,2545,122571
3137.0,2612,122666
3138.0,3052,122666
3136.0,1975,122666
3139.0,2067,122666
3140.0,465,122800
3144.0,3090,122864
3143.0,3103,122864
3142.0,3102,122864
3141.0,3091,122864
3145.0,859,123054
3146.0,2511,123054
3147.0,2617,123455
3148.0,1103,123455
3149.0,2822,123455
3150.0,933,123455
3151.0,825,123792
3152.0,3140,124245
3154.0,143,124451
3155.0,1631,124451
3153.0,1332,124451
3156.0,3004,124504
3157.0,1137,124504
3158.0,1060,124504
3159.0,348,124600
3160.0,1355,124696
3161.0,2092,125006
3162.0,1109,125332
3163.0,1704,125398
3164.0,2085,125524
3165.0,111,125524
3167.0,1309,125588
3166.0,591,125588
3170.0,273,125674
3169.0,1859,125674
3168.0,1838,125674
3171.0,2928,125891
3172.0,2037,126690
3173.0,2638,126690
3174.0,1295,126930
3175.0,76,126930
3176.0,3353,127067
3177.0,106,127412
3178.0,1918,127412
3179.0,1615,127472
3180.0,1337,127949
3181.0,1012,127949
3182.0,1279,127949
3184.0,1903,128089
3183.0,1785,128089
3185.0,2309,128110
3186.0,471,128110
3187.0,1722,128110
3188.0,2968,128275
3189.0,1112,128275
3190.0,2951,128275
3191.0,1181,128351
3192.0,212,128879
3193.0,1766,128995
3194.0,682,128995
3195.0,1633,129192
3197.0,2996,129240
3196.0,2156,129240
3198.0,1735,129539
3199.0,1417,129572
3200.0,774,129572
3201.0,420,129572
3202.0,523,129572
3203.0,1956,129578
3204.0,1463,129578
3205.0,1079,129834
3206.0,2973,129834
3207.0,746,130122
3208.0,209,130122
3210.0,1690,130427
3209.0,1837,130427
3211.0,1915,130741
3212.0,765,131032
3213.0,1852,131596
3214.0,1055,131916
3215.0,1110,131916
3216.0,3317,131916
3217.0,1380,132179
3218.0,1801,132231
3219.0,1789,132267
3221.0,1808,132499
3220.0,1374,132499
3222.0,1612,132499
3224.0,1684,132977
3223.0,1564,132977
3225.0,1702,133594
3226.0,1921,133594
3227.0,83,133873
3228.0,1961,134248
3229.0,1674,134248
3230.0,1845,134430
3231.0,568,134430
3232.0,1717,134430
3233.0,1818,134430
3234.0,433,134430
3235.0,610,134532
3236.0,42,134532
3237.0,1205,135313
3238.0,1565,136117
3239.0,252,136117
3240.0,2533,136117
3241.0,680,137031
3242.0,903,137031
3243.0,1507,137363
3244.0,1745,137363
3245.0,1784,137363
3246.0,1806,137438
3247.0,1356,137438
3252.0,1471,137519
3253.0,158,137519
3250.0,92,137519
3249.0,1432,137519
3251.0,369,137519
3248.0,442,137519
3254.0,57,137910
3255.0,169,137910
3256.0,1506,137910
3257.0,1824,137910
3258.0,1451,137910
3259.0,609,137913
3260.0,1224,138097
3261.0,2102,138353
3262.0,1536,138353
3263.0,2847,138353
3264.0,2125,138431
3265.0,1907,138515
3266.0,1476,138515
3267.0,1805,139000
3268.0,1688,139000
3269.0,1550,139000
3270.0,1699,139228
3271.0,1592,139228
3272.0,1251,139228
3273.0,1519,139228
3280.0,3634,139358
3279.0,3643,139358
3278.0,3560,139358
3276.0,3656,139358
3275.0,3615,139358
3274.0,3542,139358
3277.0,3682,139358
3281.0,621,140078
3282.0,1767,140777
3283.0,1269,140777
3284.0,2208,141620
3289.0,1402,141723
3290.0,1797,141723
3288.0,1782,141723
3286.0,1950,141723
3285.0,2101,141723
3287.0,1557,141723
3298.0,1242,141824
3291.0,472,141824
3292.0,241,141824
3293.0,1813,141824
3294.0,1219,141824
3295.0,1906,141824
3296.0,1703,141824
3297.0,1512,141824
3299.0,1629,142110
3300.0,1790,142731
3301.0,1341,142731
3303.0,835,142765
3306.0,660,142765
3305.0,6,142765
3302.0,1302,142765
3304.0,806,142765
3307.0,192,142844
3308.0,668,143129
3309.0,1710,143129
3310.0,110,143129
3311.0,1210,143129
3312.0,2091,143129
3313.0,1744,143129
3314.0,735,143129
3315.0,1391,143138
3316.0,1771,143220
3317.0,1468,143220
3319.0,889,144391
3318.0,821,144391
3320.0,1809,144403
3321.0,1892,144470
3322.0,1556,144590
3323.0,1455,144590
3324.0,59,144590
3325.0,1390,144861
3327.0,1567,145069
3328.0,1668,145069
3326.0,2109,145069
3332.0,1602,145095
3331.0,1590,145095
3329.0,1802,145095
3330.0,1729,145095
3333.0,98,145240
3334.0,1340,145321
3335.0,336,145321
3336.0,1287,146203
3337.0,1063,146355
3338.0,2162,146504
3341.0,1511,147772
3342.0,1679,147772
3340.0,1814,147772
3339.0,1368,147772
3343.0,2900,148222
3344.0,1899,148358
3345.0,1065,148641
3346.0,1015,149415
3347.0,2006,149415
3348.0,1255,149675
3349.0,905,150084
3350.0,2899,150084
3352.0,1522,150180
3351.0,2475,150180
3353.0,861,150180
3354.0,1437,150215
3355.0,1890,150580
3356.0,1237,151187
3357.0,342,151187
3358.0,1392,152343
3359.0,1547,152350
3360.0,737,152350
3361.0,1667,152350
3362.0,1600,152350
3363.0,1752,152350
3364.0,1848,152350
3365.0,3049,152350
3366.0,1870,152350
3367.0,1753,152350
3371.0,1598,152488
3370.0,2094,152488
3368.0,1299,152488
3369.0,1542,152488
3372.0,583,152974
3373.0,1135,152974
3374.0,1129,154109
3375.0,1267,154531
3376.0,658,154696
3377.0,1858,154791
3378.0,203,154850
3379.0,2381,154850
3380.0,1319,154850
3381.0,1551,155058
3382.0,1276,155058
3384.0,1795,155260
3383.0,1498,155260
3385.0,1223,155295
3386.0,1640,155295
3387.0,1966,155387
3388.0,1320,155782
3389.0,1691,156278
3390.0,1576,156278
3391.0,1540,156278
3392.0,1331,156278
3393.0,1209,156278
3394.0,1403,156704
3396.0,1232,156886
3395.0,379,156886
3397.0,413,156907
3398.0,2521,156907
3399.0,2036,156907
3400.0,1560,157105
3401.0,266,157105
3402.0,1454,157105
3403.0,1831,157105
3404.0,3075,157105
3405.0,882,157105
3406.0,1780,157482
3408.0,643,157884
3407.0,2054,157884
3411.0,790,157952
3412.0,1161,157952
3409.0,253,157952
3410.0,659,157952
3413.0,1900,159357
3414.0,1614,159482
3415.0,1376,159482
3416.0,1763,159482
3417.0,1839,159688
3418.0,1628,159688
3419.0,1724,159688
3420.0,1397,159688
3421.0,832,159688
3423.0,1887,160063
3422.0,743,160063
3424.0,2198,160364
3425.0,2175,160364
3426.0,1733,160756
3427.0,662,160756
3428.0,1895,160756
3429.0,951,160916
3430.0,2988,161185
3431.0,218,161660
3432.0,1339,162217
3433.0,1723,162217
3434.0,1264,162591
3437.0,2075,163240
3438.0,1400,163240
3435.0,975,163240
3436.0,813,163240
3439.0,1518,164493
3440.0,599,166313
3441.0,100,166313
3442.0,224,166313
3443.0,1453,166313
3444.0,1411,166505
3445.0,944,166505
3446.0,2659,166505
3447.0,1736,166530
3448.0,1465,166530
3449.0,1681,166530
3453.0,2045,166559
3452.0,546,166559
3451.0,578,166559
3450.0,704,166559
3454.0,1810,167777
3455.0,1756,167777
3456.0,1342,167940
3457.0,1638,167940
3458.0,1304,168125
3459.0,1553,168327
3460.0,1461,168327
3461.0,652,169942
3462.0,1235,170498
3463.0,1334,171116
3464.0,1317,172783
3465.0,1359,172783
3466.0,1603,172809
3467.0,1358,172811
3468.0,1721,172811
3469.0,2164,172811
3470.0,1526,173094
3471.0,2132,173579
3472.0,1503,173579
3473.0,1346,174992
3474.0,1652,174992
3475.0,1927,174992
3476.0,994,176132
3477.0,562,177175
3478.0,628,177178
3480.0,1533,177484
3479.0,1328,177484
3481.0,1183,177815
3482.0,1931,178345
3483.0,849,178345
3484.0,1427,178491
3485.0,1563,179447
3486.0,1930,179447
3487.0,1420,182813
3488.0,1316,183971
3489.0,808,183971
3490.0,1478,183971
3491.0,1323,184926
3492.0,1523,185062
3493.0,1891,185337
3494.0,1543,185721
3495.0,7,185721
3496.0,1659,185721
3497.0,841,186132
3498.0,1700,186132
3499.0,1226,186138
3500.0,1693,187357
3501.0,1998,187716
3502.0,1505,187716
3503.0,1799,187716
3508.0,1726,188790
3507.0,1286,188790
3506.0,1807,188790
3505.0,1236,188790
3504.0,1072,188790
3509.0,2134,189396
3510.0,1661,189396
3511.0,2414,190798
3512.0,179,190798
3513.0,1577,192304
3514.0,1216,192304
3515.0,1379,192335
3516.0,278,192493
3517.0,88,192839
3518.0,1804,192839
3519.0,1575,192839
3520.0,1822,193293
3521.0,206,193549
3522.0,1493,193549
3523.0,878,193549
3524.0,1940,194001
3525.0,1433,195003
3526.0,1017,196281
3527.0,2551,196281
3528.0,1815,196786
3529.0,1207,198611
3530.0,1880,198611
3531.0,1303,198909
3535.0,21,199644
3534.0,1646,199644
3532.0,1043,199644
3533.0,1678,199644
3536.0,1274,199834
3537.0,1613,199834
3538.0,205,199834
3539.0,1687,199940
3540.0,1025,202212
3541.0,210,202212
3542.0,1811,203097
3543.0,1485,203097
3544.0,1535,203134
3545.0,1211,203134
3546.0,1527,203432
3548.0,1311,204048
3547.0,1318,204048
3549.0,2846,204331
3550.0,91,204331
3551.0,740,204331
3552.0,560,204331
3553.0,1665,204331
3554.0,563,204331
3555.0,1883,204331
3556.0,70,204519
3557.0,2866,204586
3558.0,1730,204586
3559.0,1366,204586
3560.0,1282,204693
3561.0,1489,205615
3562.0,1698,207537
3563.0,102,209883
3564.0,1066,210444
3565.0,1934,210444
3566.0,864,211029
3567.0,810,211029
3568.0,434,211029
3569.0,1514,211233
3570.0,1297,212260
3571.0,254,212497
3572.0,777,212497
3574.0,1625,216213
3573.0,1643,216213
3575.0,1363,216925
3576.0,1360,217463
3577.0,1407,218663
3578.0,1300,218663
3579.0,1350,218663
3580.0,823,219121
3581.0,1204,219904
3582.0,1905,219904
3583.0,1639,219904
3588.0,2531,220041
3586.0,1711,220041
3587.0,1583,220041
3584.0,1901,220041
3585.0,1672,220041
3589.0,1650,220863
3590.0,1796,220863
3591.0,1270,221706
3592.0,3291,223991
3593.0,3203,223991
3594.0,3352,223991
3595.0,1630,225402
3596.0,1058,225429
3597.0,1546,225429
3599.0,1231,227515
3598.0,1221,227515
3601.0,3529,227638
3600.0,3561,227638
3602.0,319,231299
3603.0,1208,231299
3604.0,1902,231299
3605.0,1548,231299
3606.0,263,231299
3607.0,491,231299
3608.0,732,231299
3609.0,634,231299
3610.0,924,231299
3611.0,1289,235583
3612.0,1227,235583
3613.0,1305,237446
3615.0,1697,238675
3614.0,1692,238675
3616.0,1925,240071
3617.0,1477,241841
3618.0,1673,245023
3619.0,1595,246898
3620.0,2959,246898
3621.0,1641,246898
3622.0,1353,246898
3623.0,1530,246898
3624.0,960,247777
3625.0,1074,247777
3626.0,613,247777
3627.0,1520,247785
3628.0,1760,248084
3629.0,624,248593
3630.0,3176,248593
3631.0,1447,248593
3632.0,1525,248593
3633.0,1389,248593
3634.0,1229,249149
3635.0,1776,249149
3636.0,881,251086
3641.0,566,252044
3639.0,868,252044
3640.0,2845,252044
3637.0,1787,252044
3638.0,1541,252044
3642.0,1635,252462
3643.0,1588,252462
3644.0,1239,252805
3645.0,1234,252805
3646.0,1589,252805
3647.0,1886,255139
3648.0,1268,257226
3649.0,1314,258132
3650.0,1932,258132
3651.0,1574,258402
3652.0,1321,259451
3653.0,1885,263248
3654.0,2537,263483
3655.0,1424,264246
3656.0,1623,264487
3657.0,1578,264487
3658.0,1597,265676
3659.0,1315,265676
3660.0,1206,266286
3661.0,251,266286
3662.0,1418,266286
3663.0,2,270304
3664.0,1349,270304
3665.0,149,273966
3666.0,639,273966
3669.0,1344,273982
3667.0,1610,273982
3668.0,1273,273982
3670.0,1405,274318
3671.0,1803,275649
3672.0,1330,276981
3673.0,2602,276981
3674.0,589,278431
3675.0,1572,278431
3676.0,669,278431
3677.0,1938,278431
3679.0,2371,287722
3678.0,1817,287722
3680.0,1479,290023
3681.0,2201,290340
3682.0,1228,291199
3683.0,1326,291199
3684.0,1800,291515
3685.0,1696,291515
3686.0,1599,291515
3687.0,1370,291515
3688.0,1732,293084
3689.0,1686,293084
3690.0,1294,293084
3691.0,1312,293085
3692.0,895,295310
3699.0,1296,301037
3698.0,101,301037
3697.0,1569,301037
3695.0,1182,301037
3694.0,1499,301037
3693.0,962,301037
3696.0,1218,301037
3700.0,1492,302468
3701.0,1233,302468
3702.0,1749,307430
3703.0,1604,307430
3704.0,1352,307430
3705.0,1310,307889
3706.0,1013,308068
3710.0,1383,308165
3709.0,1896,308165
3707.0,1647,308165
3708.0,548,308165
3711.0,204,313091
3712.0,1601,313091
3713.0,1573,313091
3714.0,1657,314471
3715.0,1288,314471
3716.0,1571,314471
3717.0,1307,315728
3718.0,1611,319521
3719.0,1579,332607
3720.0,1654,336171
3724.0,2110,338964
3723.0,213,338964
3721.0,1338,338964
3722.0,1449,338964
3728.0,1561,342473
3725.0,2541,342473
3726.0,993,342473
3727.0,235,342473
3730.0,1607,346425
3731.0,1649,346425
3729.0,1636,346425
3733.0,1587,350566
3734.0,1513,350566
3732.0,124,350566
3735.0,237,354091
3736.0,1509,359681
3737.0,1786,359681
3738.0,968,362504
3739.0,236,373509
3740.0,3214,381661
3741.0,239,381661
3742.0,215,384272
3743.0,1675,387846
3744.0,1605,387846
3745.0,847,387846
3746.0,1357,390234
3747.0,736,400746
3748.0,734,400746
3749.0,1582,402531
3750.0,1354,407720
3751.0,820,408066
3752.0,1585,410535
3753.0,807,413382
3754.0,1570,415979
3755.0,1351,415979
3756.0,1272,415979
3757.0,28,415979
3758.0,691,422258
3759.0,1440,422258
3760.0,1026,433473
3761.0,1584,444458
3762.0,1935,445502
3763.0,1336,445502
3764.0,1225,445502
3765.0,866,458586
3766.0,160,458586
3767.0,262,467639
3768.0,2949,494071
3772.0,304,510236
3771.0,351,510236
3773.0,243,510236
3769.0,730,510236
3770.0,1213,510236
3774.0,1568,535860
3775.0,607,535860
3776.0,1038,535860
3777.0,1086,764518
3778.0,867,784729
3779.0,1024,845549
3780.0,1037,845549
3781.0,733,1098648
3782.0,269,2012930
3784.0,202,3047247
3783.0,1285,3047247
3785.0,60,5269524
3786.0,3016,6915884
3787.0,515,6915884
3788.0,1115,26944549
3789.0,601,261292750
